---------- Consulta 1 ----------
{'load_database': ['Airports']}
generator
Aeropuerto(id='00A', nombre='heliport', latitud=40.07080078125, longitud=-74.93360137939453, iso='US')
Aeropuerto(id='11OA', nombre='small_airport', latitud=39.64310073852539, longitud=-82.466796875, iso='US')
Aeropuerto(id='11OG', nombre='small_airport', latitud=44.45130157470703, longitud=-118.18699645996094, iso='US')
Aeropuerto(id='11OH', nombre='heliport', latitud=39.5477528, longitud=-83.4279139, iso='US')
Aeropuerto(id='11OK', nombre='small_airport', latitud=35.07229995727539, longitud=-97.38359832763672, iso='US')
Aeropuerto(id='11OR', nombre='small_airport', latitud=43.39350128173828, longitud=-123.28500366210938, iso='US')
Aeropuerto(id='11PA', nombre='heliport', latitud=40.26259994506836, longitud=-77.0457992553711, iso='US')
Aeropuerto(id='11PN', nombre='small_airport', latitud=41.3525, longitud=-79.732778, iso='US')
Aeropuerto(id='11S', nombre='small_airport', latitud=48.2661018371582, longitud=-124.31400299072266, iso='US')
Aeropuerto(id='11TA', nombre='heliport', latitud=29.789400100708008, longitud=-95.61109924316406, iso='US')
Aeropuerto(id='11TE', nombre='small_airport', latitud=32.30009841918945, longitud=-97.20449829101562, iso='US')
Aeropuerto(id='11TN', nombre='small_airport', latitud=36.474998474121094, longitud=-87.36669921875, iso='US')
Aeropuerto(id='11TS', nombre='small_airport', latitud=31.657899856567383, longitud=-96.4113998413086, iso='US')
Aeropuerto(id='11TX', nombre='small_airport', latitud=33.66680145263672, longitud=-96.69059753417969, iso='US')
Aeropuerto(id='11UT', nombre='small_airport', latitud=41.2538528, longitud=-111.7110611, iso='US')
Aeropuerto(id='11VA', nombre='heliport', latitud=36.741798400878906, longitud=-76.24410247802734, iso='US')
Aeropuerto(id='11VG', nombre='small_airport', latitud=38.20940017700195, longitud=-77.00060272216797, iso='US')
Aeropuerto(id='11WA', nombre='small_airport', latitud=47.523799896240234, longitud=-117.47000122070312, iso='US')
Aeropuerto(id='11WI', nombre='closed', latitud=44.963299, longitud=-90.933801, iso='US')
Aeropuerto(id='11WN', nombre='seaplane_base', latitud=43.35419845581055, longitud=-89.57119750976562, iso='US')
Aeropuerto(id='11Y', nombre='small_airport', latitud=44.061183, longitud=-88.194933, iso='US')
Aeropuerto(id='12A', nombre='small_airport', latitud=35.17839813, longitud=-92.33540344, iso='US')
Aeropuerto(id='12AL', nombre='heliport', latitud=31.413999557495117, longitud=-85.45980072021484, iso='US')
Aeropuerto(id='12AR', nombre='small_airport', latitud=34.515444, longitud=-90.973722, iso='US')
Aeropuerto(id='12AZ', nombre='small_airport', latitud=33.853901, longitud=-112.653001, iso='US')
Aeropuerto(id='12CA', nombre='small_airport', latitud=38.10960006713867, longitud=-121.16899871826172, iso='US')
Aeropuerto(id='12CL', nombre='small_airport', latitud=36.156898498535156, longitud=-119.8499984741211, iso='US')
Aeropuerto(id='12CN', nombre='small_airport', latitud=39.268306, longitud=-122.116689, iso='US')
Aeropuerto(id='12CO', nombre='small_airport', latitud=38.83549880981445, longitud=-107.81500244140625, iso='US')
Aeropuerto(id='12FA', nombre='closed', latitud=28.4786, longitud=-81.7145, iso='US')
Aeropuerto(id='12FD', nombre='heliport', latitud=28.298599243164062, longitud=-81.41089630126953, iso='US')
Aeropuerto(id='12FL', nombre='seaplane_base', latitud=28.59280014038086, longitud=-81.40390014648438, iso='US')
Aeropuerto(id='12GA', nombre='heliport', latitud=33.875, longitud=-84.0205993652, iso='US')
Aeropuerto(id='12GE', nombre='seaplane_base', latitud=31.73080062866211, longitud=-81.35970306396484, iso='US')
Aeropuerto(id='12I', nombre='seaplane_base', latitud=39.51029968261719, longitud=-85.0, iso='US')
Aeropuerto(id='12IA', nombre='small_airport', latitud=42.800498962402344, longitud=-96.13780212402344, iso='US')
Aeropuerto(id='12ID', nombre='small_airport', latitud=44.96799850463867, longitud=-114.73300170898438, iso='US')
Aeropuerto(id='12II', nombre='small_airport', latitud=39.856201171875, longitud=-84.97219848632812, iso='US')
Aeropuerto(id='12IL', nombre='small_airport', latitud=41.20000076293945, longitud=-88.0167007446289, iso='US')
Aeropuerto(id='12IN', nombre='small_airport', latitud=38.11859893798828, longitud=-87.64749908447266, iso='US')
Aeropuerto(id='12IS', nombre='heliport', latitud=41.20589828491211, longitud=-90.75990295410156, iso='US')
Aeropuerto(id='12JY', nombre='balloonport', latitud=40.60419845581055, longitud=-74.9207992553711, iso='US')
Aeropuerto(id='12KS', nombre='small_airport', latitud=37.935298919677734, longitud=-97.48780059814453, iso='US')
Aeropuerto(id='12KY', nombre='small_airport', latitud=38.46030044555664, longitud=-85.1686019897461, iso='US')
Aeropuerto(id='12LA', nombre='small_airport', latitud=30.27589988708496, longitud=-93.3573989868164, iso='US')
Aeropuerto(id='12LL', nombre='small_airport', latitud=37.54029846191406, longitud=-89.48619842529297, iso='US')
Aeropuerto(id='12LS', nombre='small_airport', latitud=30.178600311279297, longitud=-92.28500366210938, iso='US')
Aeropuerto(id='12MA', nombre='heliport', latitud=42.20709991455078, longitud=-71.44270324707031, iso='US')
Aeropuerto(id='12MD', nombre='heliport', latitud=39.27080154418945, longitud=-76.67310333251953, iso='US')
Aeropuerto(id='12ME', nombre='small_airport', latitud=44.32229995727539, longitud=-69.2072982788086, iso='US')
Aeropuerto(id='12MI', nombre='small_airport', latitud=43.051700592041016, longitud=-83.49189758300781, iso='US')
Aeropuerto(id='12MN', nombre='closed', latitud=46.480499, longitud=-94.281097, iso='US')
Aeropuerto(id='12MO', nombre='small_airport', latitud=38.58060073852539, longitud=-93.5947036743164, iso='US')
Aeropuerto(id='12MS', nombre='small_airport', latitud=31.09309959411621, longitud=-91.31900024414062, iso='US')
Aeropuerto(id='12MT', nombre='small_airport', latitud=48.774200439453125, longitud=-110.44200134277344, iso='US')
Aeropuerto(id='12NC', nombre='small_airport', latitud=34.8833007812, longitud=-76.34999847410002, iso='US')
Aeropuerto(id='12ND', nombre='small_airport', latitud=48.2952995300293, longitud=-101.427001953125, iso='US')
Aeropuerto(id='12NE', nombre='small_airport', latitud=41.90660095214844, longitud=-103.69999694824219, iso='US')
Aeropuerto(id='12NH', nombre='small_airport', latitud=43.495278, longitud=-71.654444, iso='US')
Aeropuerto(id='12NJ', nombre='heliport', latitud=40.8839988708, longitud=-74.06849670410001, iso='US')
Aeropuerto(id='12NK', nombre='small_airport', latitud=44.15840148925781, longitud=-73.43289947509766, iso='US')
Aeropuerto(id='12NM', nombre='closed', latitud=31.7918, longitud=-107.638001, iso='US')
Aeropuerto(id='12NY', nombre='closed', latitud=42.873402, longitud=-75.170998, iso='US')
Aeropuerto(id='12OA', nombre='heliport', latitud=41.298, longitud=-84.377667, iso='US')
Aeropuerto(id='12OH', nombre='small_airport', latitud=39.834800720214844, longitud=-84.33470153808594, iso='US')
Aeropuerto(id='12OK', nombre='closed', latitud=35.541302, longitud=-97.453102, iso='US')
Aeropuerto(id='12OR', nombre='small_airport', latitud=42.95130157470703, longitud=-117.28199768066406, iso='US')
Aeropuerto(id='12PA', nombre='heliport', latitud=39.8495, longitud=-77.184167, iso='US')
Aeropuerto(id='12PN', nombre='heliport', latitud=40.007112, longitud=-75.216197, iso='US')
Aeropuerto(id='12PR', nombre='heliport', latitud=18.42259979248047, longitud=-66.05699920654297, iso='PR')
Aeropuerto(id='12PS', nombre='heliport', latitud=39.72380065917969, longitud=-75.88140106201172, iso='US')
Aeropuerto(id='12S', nombre='small_airport', latitud=44.8317985534668, longitud=-119.43000030517578, iso='US')
Aeropuerto(id='12SC', nombre='small_airport', latitud=34.14139938354492, longitud=-80.74669647216797, iso='US')
Aeropuerto(id='12T', nombre='heliport', latitud=32.52920150756836, longitud=-96.72789764404297, iso='US')
Aeropuerto(id='12TA', nombre='heliport', latitud=29.690200805664062, longitud=-95.52770233154297, iso='US')
Aeropuerto(id='12TE', nombre='small_airport', latitud=31.31679916381836, longitud=-99.23370361328125, iso='US')
Aeropuerto(id='12TN', nombre='small_airport', latitud=35.823699951171875, longitud=-84.53880310058594, iso='US')
Aeropuerto(id='12TS', nombre='small_airport', latitud=32.90850067138672, longitud=-97.97730255126953, iso='US')
Aeropuerto(id='12TX', nombre='small_airport', latitud=30.821399688720703, longitud=-98.08059692382812, iso='US')
Aeropuerto(id='12VA', nombre='small_airport', latitud=37.78810119628906, longitud=-79.7677993774414, iso='US')
Aeropuerto(id='12WA', nombre='small_airport', latitud=47.52069854736328, longitud=-117.46299743652344, iso='US')
Aeropuerto(id='12WI', nombre='heliport', latitud=45.13589859008789, longitud=-90.3563003540039, iso='US')
Aeropuerto(id='12WT', nombre='small_airport', latitud=46.911, longitud=-117.218667, iso='US')
Aeropuerto(id='12WV', nombre='small_airport', latitud=38.3421667, longitud=-82.115, iso='US')
Aeropuerto(id='12WY', nombre='small_airport', latitud=44.45, longitud=-108.384667, iso='US')
Aeropuerto(id='12XA', nombre='small_airport', latitud=32.0393333, longitud=-102.3485833, iso='US')
Aeropuerto(id='12XS', nombre='small_airport', latitud=34.95470047, longitud=-91.83719635010002, iso='US')
Aeropuerto(id='13AK', nombre='small_airport', latitud=61.654701232910156, longitud=-149.89999389648438, iso='US')
Aeropuerto(id='13AL', nombre='heliport', latitud=31.358999252319336, longitud=-85.62049865722656, iso='US')
Aeropuerto(id='13AR', nombre='heliport', latitud=34.187599182128906, longitud=-92.01789855957031, iso='US')
Aeropuerto(id='13AZ', nombre='small_airport', latitud=33.535, longitud=-112.853472222, iso='US')
Aeropuerto(id='13CA', nombre='heliport', latitud=34.2352981567, longitud=-117.154998779, iso='US')
Aeropuerto(id='13CL', nombre='small_airport', latitud=38.38130187988281, longitud=-121.8239974975586, iso='US')
Aeropuerto(id='13CO', nombre='heliport', latitud=40.555599212646484, longitud=-106.84400177001953, iso='US')
Aeropuerto(id='13D', nombre='heliport', latitud=42.629120027899994, longitud=-83.683065176, iso='US')
Aeropuerto(id='13FA', nombre='small_airport', latitud=29.694400787353516, longitud=-81.51370239257812, iso='US')
Aeropuerto(id='13FD', nombre='heliport', latitud=28.518600463867188, longitud=-81.38310241699219, iso='US')
Aeropuerto(id='13FL', nombre='heliport', latitud=28.27669906616211, longitud=-82.32060241699219, iso='US')
Aeropuerto(id='13GA', nombre='small_airport', latitud=31.366600036621094, longitud=-83.75489807128906, iso='US')
Aeropuerto(id='13GE', nombre='small_airport', latitud=32.360801696777344, longitud=-82.31809997558594, iso='US')
Aeropuerto(id='13IA', nombre='small_airport', latitud=42.04570007324219, longitud=-90.19110107421875, iso='US')
Aeropuerto(id='13ID', nombre='small_airport', latitud=44.2666015625, longitud=-115.0009994506836, iso='US')
Aeropuerto(id='13II', nombre='heliport', latitud=41.07870101928711, longitud=-85.14969635009766, iso='US')
Aeropuerto(id='13IN', nombre='small_airport', latitud=40.81529998779297, longitud=-84.92769622802734, iso='US')
Aeropuerto(id='13JY', nombre='heliport', latitud=40.64440155029297, longitud=-74.24530029296875, iso='US')
Aeropuerto(id='13KS', nombre='small_airport', latitud=37.69779968261719, longitud=-97.11029815673828, iso='US')
Aeropuerto(id='13KY', nombre='small_airport', latitud=37.70560073852539, longitud=-87.15609741210938, iso='US')
Aeropuerto(id='13LA', nombre='heliport', latitud=29.783599853515625, longitud=-93.20850372314453, iso='US')
Aeropuerto(id='13LL', nombre='heliport', latitud=41.908889035799994, longitud=-87.87408247590001, iso='US')
Aeropuerto(id='13LS', nombre='small_airport', latitud=29.993900299072266, longitud=-92.3855972290039, iso='US')
Aeropuerto(id='13M', nombre='balloonport', latitud=42.60419845581055, longitud=-83.85859680175781, iso='US')
Aeropuerto(id='13MA', nombre='small_airport', latitud=42.223300933800004, longitud=-72.31140136719999, iso='US')
Aeropuerto(id='13ME', nombre='small_airport', latitud=45.77640151977539, longitud=-69.8093032836914, iso='US')
Aeropuerto(id='13MI', nombre='heliport', latitud=41.983699798583984, longitud=-86.11579895019531, iso='US')
Aeropuerto(id='13MN', nombre='small_airport', latitud=46.100799560546875, longitud=-95.8313980102539, iso='US')
Aeropuerto(id='13MO', nombre='small_airport', latitud=37.67639923095703, longitud=-91.70649719238281, iso='US')
Aeropuerto(id='13MS', nombre='small_airport', latitud=30.63330078125, longitud=-89.66390228271484, iso='US')
Aeropuerto(id='13MT', nombre='small_airport', latitud=48.52080154418945, longitud=-110.11299896240234, iso='US')
Aeropuerto(id='13N', nombre='small_airport', latitud=40.966800689697266, longitud=-74.78019714355469, iso='US')
Aeropuerto(id='13NC', nombre='small_airport', latitud=35.03350067138672, longitud=-77.24970245361328, iso='US')
Aeropuerto(id='13NE', nombre='small_airport', latitud=40.31669998168945, longitud=-100.80899810791016, iso='US')
Aeropuerto(id='13NJ', nombre='heliport', latitud=40.3651008605957, longitud=-74.58290100097656, iso='US')
Aeropuerto(id='13NK', nombre='heliport', latitud=41.59749984741211, longitud=-73.53150177001953, iso='US')
Aeropuerto(id='13NM', nombre='small_airport', latitud=33.419498443603516, longitud=-108.13899993896484, iso='US')
Aeropuerto(id='13NY', nombre='heliport', latitud=40.90760040283203, longitud=-73.11620330810547, iso='US')
Aeropuerto(id='13OH', nombre='small_airport', latitud=41.330299377441406, longitud=-84.29830169677734, iso='US')
Aeropuerto(id='13OI', nombre='heliport', latitud=40.515098571777344, longitud=-81.45480346679688, iso='US')
Aeropuerto(id='13OK', nombre='heliport', latitud=34.9361991882, longitud=-95.7489013672, iso='US')
Aeropuerto(id='13OR', nombre='small_airport', latitud=43.740699768066406, longitud=-122.4260025024414, iso='US')
Aeropuerto(id='13PA', nombre='small_airport', latitud=41.68259811401367, longitud=-79.4520034790039, iso='US')
Aeropuerto(id='13PN', nombre='small_airport', latitud=40.45429992675781, longitud=-75.30460357666016, iso='US')
Aeropuerto(id='13PS', nombre='heliport', latitud=40.739200592041016, longitud=-75.33390045166016, iso='US')
Aeropuerto(id='13Q', nombre='small_airport', latitud=34.00339889526367, longitud=-108.6780014038086, iso='US')
Aeropuerto(id='13S', nombre='seaplane_base', latitud=62.282901763916016, longitud=-146.5189971923828, iso='US')
Aeropuerto(id='13SC', nombre='heliport', latitud=35.139198303222656, longitud=-81.69640350341797, iso='US')
Aeropuerto(id='13TA', nombre='heliport', latitud=30.073299407958984, longitud=-94.13379669189453, iso='US')
Aeropuerto(id='13TE', nombre='small_airport', latitud=30.6560001373291, longitud=-96.53829956054688, iso='US')
Aeropuerto(id='13TN', nombre='heliport', latitud=35.59830093383789, longitud=-84.26750183105469, iso='US')
Aeropuerto(id='13TS', nombre='small_airport', latitud=27.455299377441406, longitud=-98.92639923095703, iso='US')
Aeropuerto(id='13TX', nombre='small_airport', latitud=30.531299591064453, longitud=-100.45099639892578, iso='US')
Aeropuerto(id='13VA', nombre='heliport', latitud=38.82509994506836, longitud=-77.28410339355469, iso='US')
Aeropuerto(id='13VG', nombre='heliport', latitud=37.307899475097656, longitud=-80.10009765625, iso='US')
Aeropuerto(id='13W', nombre='small_airport', latitud=48.25699996948242, longitud=-122.43699645996094, iso='US')
Aeropuerto(id='13WA', nombre='closed', latitud=47.9365, longitud=-122.25, iso='US')
Aeropuerto(id='13WI', nombre='small_airport', latitud=43.6963996887207, longitud=-88.99960327148438, iso='US')
Aeropuerto(id='13XS', nombre='heliport', latitud=32.884444, longitud=-96.464444, iso='US')
Aeropuerto(id='13Y', nombre='small_airport', latitud=48.41659927, longitud=-93.58630371, iso='US')
Aeropuerto(id='13Z', nombre='seaplane_base', latitud=55.6012992859, longitud=-131.636993408, iso='US')
Aeropuerto(id='14AK', nombre='small_airport', latitud=61.60150146484375, longitud=-149.2480010986328, iso='US')
Aeropuerto(id='14AL', nombre='heliport', latitud=31.153499603271484, longitud=-85.73370361328125, iso='US')
Aeropuerto(id='14AR', nombre='small_airport', latitud=35.0527992249, longitud=-90.6750030518, iso='US')
Aeropuerto(id='14AZ', nombre='small_airport', latitud=31.908300399780273, longitud=-111.12200164794922, iso='US')
Aeropuerto(id='14CA', nombre='heliport', latitud=33.625182, longitud=-117.930799, iso='US')
Aeropuerto(id='14CL', nombre='heliport', latitud=34.133487, longitud=-117.870677, iso='US')
Aeropuerto(id='14CO', nombre='small_airport', latitud=38.097198486328125, longitud=-104.91000366210938, iso='US')
Aeropuerto(id='14CT', nombre='heliport', latitud=41.484699, longitud=-71.9729, iso='US')
Aeropuerto(id='14FA', nombre='small_airport', latitud=25.570100784301758, longitud=-80.3998031616211, iso='US')
Aeropuerto(id='14FD', nombre='small_airport', latitud=29.949100494384766, longitud=-81.49040222167969, iso='US')
Aeropuerto(id='14FL', nombre='small_airport', latitud=30.86549949645996, longitud=-87.17769622802734, iso='US')
Aeropuerto(id='14GA', nombre='heliport', latitud=34.33649826049805, longitud=-83.94349670410156, iso='US')
Aeropuerto(id='14GE', nombre='heliport', latitud=34.785499572753906, longitud=-85.45369720458984, iso='US')
Aeropuerto(id='14I', nombre='small_airport', latitud=39.633399963378906, longitud=-83.7499008178711, iso='US')
Aeropuerto(id='14ID', nombre='small_airport', latitud=43.680999755859375, longitud=-116.2030029296875, iso='US')
Aeropuerto(id='14IL', nombre='closed', latitud=41.235298, longitud=-89.9309, iso='US')
Aeropuerto(id='14IN', nombre='closed', latitud=41.207, longitud=-87.212502, iso='US')
Aeropuerto(id='14IS', nombre='heliport', latitud=38.02560043334961, longitud=-89.23590087890625, iso='US')
Aeropuerto(id='14KS', nombre='small_airport', latitud=38.26919937133789, longitud=-94.90480041503906, iso='US')
Aeropuerto(id='14KY', nombre='small_airport', latitud=38.17369842529297, longitud=-84.36830139160156, iso='US')
Aeropuerto(id='14L', nombre='heliport', latitud=34.256900787353516, longitud=-118.53099822998047, iso='US')
Aeropuerto(id='14LA', nombre='small_airport', latitud=30.8409996033, longitud=-91.5082015991, iso='US')
Aeropuerto(id='14LL', nombre='heliport', latitud=41.91138164349999, longitud=-87.843619287, iso='US')
Aeropuerto(id='14LS', nombre='heliport', latitud=30.47330093383789, longitud=-91.04769897460938, iso='US')
Aeropuerto(id='14MA', nombre='closed', latitud=42.049801, longitud=-72.6493, iso='US')
Aeropuerto(id='14ME', nombre='small_airport', latitud=44.792598724365234, longitud=-69.07029724121094, iso='US')
Aeropuerto(id='14MI', nombre='small_airport', latitud=42.85089874267578, longitud=-85.56700134277344, iso='US')
Aeropuerto(id='14MN', nombre='heliport', latitud=46.52920150756836, longitud=-93.69920349121094, iso='US')
Aeropuerto(id='14MO', nombre='closed', latitud=39.049999, longitud=-94.316902, iso='US')
Aeropuerto(id='14MS', nombre='small_airport', latitud=32.345298767089844, longitud=-89.0342025756836, iso='US')
Aeropuerto(id='14MT', nombre='small_airport', latitud=47.05160140991211, longitud=-109.07499694824219, iso='US')
Aeropuerto(id='14N', nombre='small_airport', latitud=40.84429931640625, longitud=-75.635498046875, iso='US')
Aeropuerto(id='14NC', nombre='small_airport', latitud=34.516700744628906, longitud=-77.55000305175781, iso='US')
Aeropuerto(id='14ND', nombre='small_airport', latitud=46.207801818847656, longitud=-102.90799713134766, iso='US')
Aeropuerto(id='14NE', nombre='small_airport', latitud=40.86249923706055, longitud=-98.06420135498047, iso='US')
Aeropuerto(id='14NH', nombre='heliport', latitud=42.94889831542969, longitud=-72.28970336914062, iso='US')
Aeropuerto(id='14NJ', nombre='heliport', latitud=39.0092469445, longitud=-74.8879516125, iso='US')
Aeropuerto(id='14NK', nombre='small_airport', latitud=43.34000015258789, longitud=-73.47899627685547, iso='US')
Aeropuerto(id='14NY', nombre='heliport', latitud=40.7975502014, longitud=-73.4179000854, iso='US')
Aeropuerto(id='14OH', nombre='small_airport', latitud=40.66889953613281, longitud=-83.44349670410156, iso='US')
Aeropuerto(id='14OI', nombre='small_airport', latitud=40.9192008972168, longitud=-82.11399841308594, iso='US')
Aeropuerto(id='14OK', nombre='closed', latitud=35.804199, longitud=-97.933701, iso='US')
Aeropuerto(id='14OR', nombre='heliport', latitud=45.71419906616211, longitud=-121.51799774169922, iso='US')
Aeropuerto(id='14P', nombre='small_airport', latitud=38.82389831542969, longitud=-81.34940338134766, iso='US')
Aeropuerto(id='14PA', nombre='small_airport', latitud=40.29090118408203, longitud=-75.65910339355469, iso='US')
Aeropuerto(id='14PS', nombre='small_airport', latitud=39.8843994140625, longitud=-76.11859893798828, iso='US')
Aeropuerto(id='14S', nombre='small_airport', latitud=46.89690017700195, longitud=-124.10099792480469, iso='US')
Aeropuerto(id='14SN', nombre='heliport', latitud=39.02640151977539, longitud=-95.72250366210938, iso='US')
Aeropuerto(id='14TA', nombre='small_airport', latitud=29.89859962463379, longitud=-98.4030990600586, iso='US')
Aeropuerto(id='14TE', nombre='small_airport', latitud=30.916799545288086, longitud=-99.48370361328125, iso='US')
Aeropuerto(id='14TN', nombre='heliport', latitud=35.126399993896484, longitud=-90.07140350341797, iso='US')
Aeropuerto(id='14TS', nombre='small_airport', latitud=27.42169952392578, longitud=-98.60449981689453, iso='US')
Aeropuerto(id='14TX', nombre='small_airport', latitud=30.289400100708008, longitud=-98.17389678955078, iso='US')
Aeropuerto(id='14VA', nombre='small_airport', latitud=39.229000091552734, longitud=-77.74669647216797, iso='US')
Aeropuerto(id='14WA', nombre='small_airport', latitud=46.970699310302734, longitud=-122.73699951171875, iso='US')
Aeropuerto(id='14WI', nombre='heliport', latitud=45.136944, longitud=-92.376667, iso='US')
Aeropuerto(id='14WS', nombre='small_airport', latitud=45.77799987792969, longitud=-91.55850219726562, iso='US')
Aeropuerto(id='14WV', nombre='heliport', latitud=38.4006004333, longitud=-79.99579620360001, iso='US')
Aeropuerto(id='14XA', nombre='small_airport', latitud=33.6578884021, longitud=-96.7882847786, iso='US')
Aeropuerto(id='14XS', nombre='small_airport', latitud=30.808500289916992, longitud=-97.2739028930664, iso='US')
Aeropuerto(id='15A', nombre='small_airport', latitud=30.91320037841797, longitud=-87.98059844970703, iso='US')
Aeropuerto(id='15AK', nombre='small_airport', latitud=63.37070083618164, longitud=-148.85000610351562, iso='US')
Aeropuerto(id='15AL', nombre='heliport', latitud=31.093599319458008, longitud=-85.78790283203125, iso='US')
Aeropuerto(id='15AR', nombre='small_airport', latitud=34.825901, longitud=-90.543297, iso='US')
Aeropuerto(id='15AZ', nombre='small_airport', latitud=33.7444992065, longitud=-114.476997375, iso='US')
Aeropuerto(id='15CA', nombre='heliport', latitud=37.43550109863281, longitud=-122.17500305175781, iso='US')
Aeropuerto(id='15CL', nombre='small_airport', latitud=37.34270095825195, longitud=-120.40399932861328, iso='US')
Aeropuerto(id='15CO', nombre='heliport', latitud=39.654701232910156, longitud=-104.97100067138672, iso='US')
Aeropuerto(id='15FD', nombre='small_airport', latitud=30.65850067138672, longitud=-85.52989959716797, iso='US')
Aeropuerto(id='15FL', nombre='small_airport', latitud=30.15369987487793, longitud=-82.66639709472656, iso='US')
Aeropuerto(id='15G', nombre='small_airport', latitud=41.02840042114258, longitud=-81.79850006103516, iso='US')
Aeropuerto(id='15GA', nombre='small_airport', latitud=32.680198669433594, longitud=-82.47899627685547, iso='US')
Aeropuerto(id='15IA', nombre='small_airport', latitud=42.235396, longitud=-90.406767, iso='US')
Aeropuerto(id='15ID', nombre='small_airport', latitud=47.68560028076172, longitud=-117.03800201416016, iso='US')
Aeropuerto(id='15II', nombre='heliport', latitud=40.33890151977539, longitud=-86.94080352783203, iso='US')
Aeropuerto(id='15IL', nombre='small_airport', latitud=41.797298431396484, longitud=-89.27320098876953, iso='US')
Aeropuerto(id='15IN', nombre='small_airport', latitud=38.15060043334961, longitud=-87.84030151367188, iso='US')
Aeropuerto(id='15KS', nombre='small_airport', latitud=38.430599212646484, longitud=-96.08830261230469, iso='US')
Aeropuerto(id='15KY', nombre='small_airport', latitud=38.15700149536133, longitud=-84.30159759521484, iso='US')
Aeropuerto(id='15LA', nombre='closed', latitud=29.790199, longitud=-93.184097, iso='US')
Aeropuerto(id='15LL', nombre='small_airport', latitud=41.23749923706055, longitud=-89.53669738769531, iso='US')
Aeropuerto(id='15LS', nombre='heliport', latitud=29.944700241088867, longitud=-91.83709716796875, iso='US')
Aeropuerto(id='15MA', nombre='small_airport', latitud=41.422298431396484, longitud=-70.90950012207031, iso='US')
Aeropuerto(id='15ME', nombre='small_airport', latitud=43.81529998779297, longitud=-70.22920227050781, iso='US')
Aeropuerto(id='15MI', nombre='heliport', latitud=42.544498443603516, longitud=-82.93160247802734, iso='US')
Aeropuerto(id='15MN', nombre='small_airport', latitud=45.26219940185547, longitud=-94.51069641113281, iso='US')
Aeropuerto(id='15MO', nombre='small_airport', latitud=40.391998291015625, longitud=-92.56549835205078, iso='US')
Aeropuerto(id='15MT', nombre='small_airport', latitud=48.50040054321289, longitud=-105.91000366210938, iso='US')
Aeropuerto(id='15N', nombre='small_airport', latitud=39.119598388671875, longitud=-75.58380126953125, iso='US')
Aeropuerto(id='15NC', nombre='small_airport', latitud=36.23970031738281, longitud=-76.9738998413086, iso='US')
Aeropuerto(id='15NE', nombre='small_airport', latitud=40.291099548339844, longitud=-98.82340240478516, iso='US')
Aeropuerto(id='15NH', nombre='heliport', latitud=42.708333, longitud=-71.458333, iso='US')
Aeropuerto(id='15NJ', nombre='heliport', latitud=40.42509841918945, longitud=-74.09960174560547, iso='US')
Aeropuerto(id='15NK', nombre='closed', latitud=42.576401, longitud=-78.556702, iso='US')
Aeropuerto(id='15NR', nombre='heliport', latitud=34.977055, longitud=-80.110208, iso='US')
Aeropuerto(id='15NY', nombre='heliport', latitud=40.591800689697266, longitud=-73.78009796142578, iso='US')
Aeropuerto(id='15OH', nombre='heliport', latitud=40.40230178833008, longitud=-81.33709716796875, iso='US')
Aeropuerto(id='15OI', nombre='heliport', latitud=41.43619918823242, longitud=-82.71099853515625, iso='US')
Aeropuerto(id='15OK', nombre='small_airport', latitud=35.703889, longitud=-95.310833, iso='US')
Aeropuerto(id='15OR', nombre='heliport', latitud=46.1159964394, longitud=-123.931392431, iso='US')
Aeropuerto(id='15PA', nombre='small_airport', latitud=41.59429931640625, longitud=-75.35549926757812, iso='US')
Aeropuerto(id='15PN', nombre='heliport', latitud=40.375099182128906, longitud=-75.9384994506836, iso='US')
Aeropuerto(id='15PS', nombre='heliport', latitud=39.822576, longitud=-75.888127, iso='US')
Aeropuerto(id='15S', nombre='small_airport', latitud=47.2150993347168, longitud=-121.46199798583984, iso='US')
Aeropuerto(id='15SD', nombre='heliport', latitud=44.883264878199995, longitud=-97.1080899239, iso='US')
Aeropuerto(id='15TA', nombre='small_airport', latitud=30.2544002532959, longitud=-99.9469985961914, iso='US')
Aeropuerto(id='15TE', nombre='heliport', latitud=29.619699478149414, longitud=-94.20709991455078, iso='US')
Aeropuerto(id='15TN', nombre='heliport', latitud=36.55160140991211, longitud=-82.51519775390625, iso='US')
Aeropuerto(id='15TS', nombre='heliport', latitud=32.98680114746094, longitud=-96.69750213623047, iso='US')
Aeropuerto(id='15TX', nombre='small_airport', latitud=32.3042984009, longitud=-98.325302124, iso='US')
Aeropuerto(id='15VA', nombre='small_airport', latitud=38.7223014831543, longitud=-77.89969635009766, iso='US')
Aeropuerto(id='15W', nombre='small_airport', latitud=42.894500732421875, longitud=-84.39029693603516, iso='US')
Aeropuerto(id='15WA', nombre='small_airport', latitud=48.27230072, longitud=-122.3570023, iso='US')
Aeropuerto(id='15WI', nombre='small_airport', latitud=42.9275016784668, longitud=-89.41819763183594, iso='US')
Aeropuerto(id='15XS', nombre='small_airport', latitud=29.332700729370117, longitud=-95.33409881591797, iso='US')
Aeropuerto(id='16A', nombre='small_airport', latitud=60.905591, longitud=-162.440454, iso='US')
Aeropuerto(id='16AK', nombre='small_airport', latitud=61.59920120239258, longitud=-149.3470001220703, iso='US')
Aeropuerto(id='16AL', nombre='heliport', latitud=31.40839958190918, longitud=-85.68920135498047, iso='US')
